,AWARD TITLE,PROPOSAL NO,PROPOSAL TYPE,PRIME ACCOUNT,AWARD NO,AWARD AMOUNT,AWARD PROJECT PI PID,AWARD PROJECT PI,AWARD PI,SPONSOR,SPONSOR TYPE,SPONSOR CODE,ARRA FUNDING,OTHER PERSONNEL,AWARD ADMIN DEPT NO,AWARD ADMIN DEPT,AWARD ADMIN SCHOOL,AWARD PROJECT PI DEPT NO,AWARD PROJECT PI DEPT,AWARD PI HOME DEPT NO,AWARD PI HOME DEPT,AWARD PI HOME SCHOOL,OFFICIAL REPORT DATE,REPORT MONTH,FISCAL YEAR,PROJECT BEGIN DATE,PROJECT END DATE,AWARD MECHANISM,AWARD TYPE,CHESS CODE,PRIME SPONSOR CODE,PRIME SPONSOR,PAYMENT BASIS,PAYMENT METHOD,INVOICE FREQUENCY,Determined Dept,Determined College,SPONSOR AWARD NO,F&A ACTIVITY TYPE,CFDA NO,FINAL REPORT DUE DATE,PROGRAM DESIGNATION,AWARD NOTICE RECEIVED,PASS THRU AGENCY
1319,Science of Security Lablet,14-0318,New,,A14-0230-003,29638,800682124,"Al-shaer, Ehab","Al-shaer, Ehab",North Carolina State University (NCSU),Educational and Research Institutions,12924,No,,['recm9Y4qUnFK0GBja'],Software and Information Systems,College of Computing and Informatics,23300,Software and Information Systems,23300,Software and Information Systems,College of Computing and Informatics,1/31/2016,1,2016,2014-03-28,2018-09-30,,(20 - 25) Contract,01 - Research & Development (R&D),5528,DOD National Security Agency (NSA),,,,SIS,CCI,14-1267-02 (MOD4),OR - Organized Research (110),12.902,,,,
222,MSF Errors: Effects and Specifications for Freeform Optics,18-0226,Supplement,530393,A16-0185-003,1500,800015145,"Suleski, Thomas","Suleski, Thomas",University of Rochester,Educational and Research Institutions,12636,No,,['recIFxtNxm1RKXI2Z'],Physics and Optical Science,College of Liberal Arts and Sciences,18800,Physics and Optical Science,18800,Physics and Optical Science,College of Liberal Arts and Sciences,10/19/2017,10,2018,2016-01-01,2019-12-31,Supplement,(20 - 25) Contract,01 - Research & Development (R&D),5738,National Science Foundation (NSF),,,,Physics and Optical Science,CLAS,416833G,OR - Organized Research (110),47.041,,,,
1636,REU Site: Nanoscale Science Undergraduate Research Experience (NanoSURE) at UNC Charlotte,17-0582,Supplement,530274,A15-0309-002,35000,800015482,"Schmedake, Thomas","Schmedake, Thomas",NSF Directorate for Mathematical and Physical Sciences (MPS),Federal,5755,No,"Brown, Banita; Gartlan, Scott;",['rec7RUceU5R016UsF'],Chemistry,College of Liberal Arts and Sciences,17400,Chemistry,17400,Chemistry,College of Liberal Arts and Sciences,6/9/2017,6,2017,2015-08-15,2019-07-31,Supplement,(10 - 15) Grant,01 - Research & Development (R&D),,,,,,Chemistry,CLAS,1460867 MOD1,OR - Organized Research (110),47.049,,,,
1384,The Mecklenburg Opioid System Response Plan,17-0723,New,530694,A18-0289-001,107321,800949896,"Hatcher, Schnavia","Hatcher, Schnavia",Mecklenburg County Criminal Justice Services,Local Government,15275,No,"Mennicke, Annelise; Hales, Travis;",['recAFo8Og11VK3jsh'],School of Social Work,College of Health and Human Services,22800,School of Social Work,22800,School of Social Work,College of Health and Human Services,11/26/2018,11,2019,2018-05-01,2020-12-31,New,(20 - 25) Contract,01 - Research & Development (R&D),5430,US Department of Justice (DOJ),,,,School of Social Work,CHHS,34582191,OR - Organized Research (110),16.838,,,,
3026,Early College education in cooperation with Charlotte Mecklenburg Schools,15-0303,New,520261,A15-0113-001,92749,800015800,"Smail, John","Howard, Michele",Charlotte Mecklenburg Schools,Local Government,17524,No,,['recXJirhLtZXUwnxq'],Early College Program,Academic Affairs,28390,Undergraduate Education,28390,University College,University College,11/17/2014,11,2015,2014-07-01,2024-06-30,New,(20 - 25) Contract,02 - Instruction,17444,North Carolina Department of Public Instruction (NCDPI),,,,Charlotte Engineering Early College,Academic Affairs,None,OS - Other Sponsored Activities (401),0,,,,
2395,Habitat Charlotte Neighborhood Quality of Life,18-0786,New,560589,A18-0227-001,41500,800743000,"Lane, Justin","Lane, Justin",Habitat for Humanity Charlotte,Nonprofit Organization,27746,No,,['recimIrxMBCwOgyI1'],Urban Institute,Metropolitan Studies,26400,Urban Institute,26400,Urban Institute,Metropolitan Studies,5/8/2018,5,2018,2018-05-01,2019-04-30,New,(20 - 25) Contract,03 - Public Service,,,,,,Urban Institute,Academic Affairs,Letter Dated 05/02/2018,PS - Public Service (401),0,,,,
3040,The Impact of ICT on Labor and Output,15-0158,New,560234,A14-0286-001,15047,800783192,"Gaggl, Paul","Gaggl, Paul",The World Bank,Business and Industry,16834,No,,['reczyOy40QOepX0RP'],Economics,College of Business,20200,Economics,20200,Economics,College of Business,5/28/2015,5,2015,2015-05-28,2015-06-30,New,(20 - 25) Contract,01 - Research & Development (R&D),,,,,,Economics,Business,7175511,OS - Other Sponsored Activities (401),0,,,,
3491,Increasing Distribution System Resiliency using Flexible DER and Microgrid Assets Enabled by OpenFMB,19-0365,Supplement,530647,A18-0144-002,318000,800799988,"Manjrekar, Madhav","Manjrekar, Madhav",DOE Pacific Northwest National Laboratory (PNNL),Federal,5467,No,"Manjrekar, Madhav; Essakiappan, Somasundaram;",['rechx0G6DDzq9e11j'],Energy Production and Infrastructure Center,College of Engineering,21900,Electrical and Computer Engineering,21900,Electrical and Computer Engineering,College of Engineering,4/4/2019,4,2019,2017-10-01,2020-09-30,Supplement,(20 - 25) Contract,01 - Research & Development (R&D),5453,Department of Energy (DOE),,,,EPIC,ENG,390587 Mod 4,OR - Organized Research (110),81,,,,
221,SBIR: Reiterative Phase Filter Design and Manufacturability Study.,18-0208,New,530634,A18-0157-001,30112,800587787,"Poutous, Menelaos","Poutous, Menelaos","NuSpot Technologies, LLC",Business and Industry,31375,No,,['recIFxtNxm1RKXI2Z'],Physics and Optical Science,College of Liberal Arts and Sciences,18800,Physics and Optical Science,18800,Physics and Optical Science,College of Liberal Arts and Sciences,2/7/2018,2,2018,2018-01-02,2018-08-31,New,(20 - 25) Contract,01 - Research & Development (R&D),5535,DOD Defense Advanced Research Projects Agency (DARPA),,,,Physics and Optical Science,CLAS,2975-18-0208,OR - Organized Research (110),0,,,,
666,2018-2019 UNC Charlotte Collegiate Recovery Community (CRC) Project,19-0059,,530803,A19-0136-002,16000,800885495,"Dooley, Beau","Dooley, Beau",University of North Carolina System Office (UNC SysOff),Educational and Research Institutions,13054,No,,['reciZuzoEPi3Dyi1C'],Center for Wellness Promotion,Student Affairs,,,30105,Center for Wellness Promotion,Student Affairs,9/30/2019,9,2020,2018-07-01,2019-09-30,Supplement,(20 - 25) Contract,06 - Other,17409,"NCDHHS Division of Mental Health, Developmental Disabilities and Substance Abuse Services (MHDDSAS)",,,,Wellness Promotion,Student Affairs,9100065-06 MODs 2 & 3,OS - Other Sponsored Activities (401),93.959,,,,
1184,Wideband contactless current sensors,17-0820,New,530568,A18-0026-001,50000,800788746,"Parkhideh, Babak","Parkhideh, Babak",National Science Foundation (NSF),Federal,5738,No,"Fregosi, Daniel",['rechx0G6DDzq9e11j'],Energy Production and Infrastructure Center,College of Engineering,21900,Electrical and Computer Engineering,21900,Electrical and Computer Engineering,College of Engineering,6/27/2017,6,2017,2017-07-01,2019-12-31,New,(10 - 15) Grant,01 - Research & Development (R&D),,,,,,EPIC,ENG,1745642,OR - Organized Research (110),47.041,,,,
3538,Take Ten Initiative Part 2,17-0751,New,560493,A17-0232-001,7560,800699122,"Gavarkavich, Diane","Gavarkavich, Diane",City of Charlotte,Local Government,14967,No,,['recimIrxMBCwOgyI1'],Urban Institute,Metropolitan Studies,26400,Urban Institute,26400,Urban Institute,Metropolitan Studies,6/29/2017,6,2017,2017-05-01,2017-10-01,New,,03 - Public Service,13799,John S and James L Knight Foundation,,,,Urban Institute,Academic Affairs,N/A,,,,,,
3309,Translating Evidence to Support Transitions: Improving Outcomes of Youth in Transition with Psychiatric Disabilities by Use and Adoption of Best Practice Transition Planning,15-0927,,530392,A16-0177-005,28000,800008039,"Fowler, Catherine","Fowler, Catherine",University of Massachusetts Medical School,Educational and Research Institutions,23762,No,,['recTEEQhVGGL85SyK'],Special Education and Child Development,College of Education,,,21000,Special Education and Child Development,College of Education,11/12/2019,11,2020,2015-09-30,2020-09-29,,(20 - 25) Contract,03 - Public Service,5285,Department of Health and Human Services (DHHS),,,,Special Ed & Child Dev,Education,OSP2017059 (YR5),OS - Other Sponsored Activities (401),93.433,,,,
2473,Comparing Freeform Optics Metrology Solution,18-0688,New,530675,A18-0202-001,48491,800385922,"Evans, Christopher","Evans, Christopher",University of Rochester,Educational and Research Institutions,12636,No,"Falaggis, Konstantinos",['recnMHQAzyLugKpMo'],Center for Precision Metrology,College of Engineering,22000,Mechanical Engineering and Engineering Science,22000,Mechanical Engineering and Engineering Science,College of Engineering,3/22/2018,3,2018,2018-01-01,2019-12-31,New,(20 - 25) Contract,01 - Research & Development (R&D),,,,,,Prec Metrology & Intellignt Mfg Ctr,ENG,417245G,OR - Organized Research (110),47.041,,,,
70,Critical Infrastructure Resilience of the Distribution Grid,16-0532,Supplement,560183,A15-0251-002,45000,800793517,"Chowdhury, Badrul","Chowdhury, Badrul",Clemson University,Educational and Research Institutions,11834,No,"Nasipuri, Asis; Lim, Churlzu; Subramanian, Kalpathi;",['rechx0G6DDzq9e11j'],Energy Production and Infrastructure Center,College of Engineering,21900,Electrical and Computer Engineering,21900,Electrical and Computer Engineering,College of Engineering,3/7/2016,3,2016,2015-01-20,2017-12-31,Supplement,(20 - 25) Contract,01 - Research & Development (R&D),6010,All Other Business and Industry,,,,EPIC,ENG,1802-245-2010687 MOD1,OS - Other Sponsored Activities (401),0,,,,
3832,Phase II CfM Industry Membership Funds,17-0096,New,560398,A17-0045-017,90000,800754593,"Aggarwal, Ishwar","Aggarwal, Ishwar",All Other Business and Industry,Business and Industry,6010,No,,['recIFxtNxm1RKXI2Z'],Physics and Optical Science,College of Liberal Arts and Sciences,18800,Physics and Optical Science,18800,Physics and Optical Science,College of Liberal Arts and Sciences,6/30/2017,6,2017,2016-07-15,2021-06-30,,Other - Choose,01 - Research & Development (R&D),,,,,,Physics and Optical Science,CLAS,US CONEC LTD YRS 2 & 3,OR - Organized Research (110),0,,,,
2531,Characterization of various multifunctional nucleic acid nanoparticles and understanding their immunotoxicity,17-0356,New,530616,A18-0082-001,359895,800878233,"Afonin, Kirill","Afonin, Kirill",National Institutes of Health (NIH),Federal,5332,No,"Marriott, Ian; Johnson, Morgan;",['rec7RUceU5R016UsF'],Chemistry,College of Liberal Arts and Sciences,17400,Chemistry,17400,Chemistry,College of Liberal Arts and Sciences,9/14/2017,9,2018,2017-09-15,2019-08-31,New,(10 - 15) Grant,01 - Research & Development (R&D),,,,,,Chemistry,CLAS,1R01GM120487-01A1,OR - Organized Research (110),93.859,,,,
544,Thermal Resistivity of Backfill using IEEE 442-03,15-0456,New,560208,A15-0221-001,9500,800799381,"Khire, Milind","Khire, Milind","ABB, Inc.",Business and Industry,5870,No,"Guyer, Regina",['recQslbuFZUwdV4PG'],Energy and Environmental Assistance Office,College of Engineering,22200,Civil and Environmental Engineering,22200,Civil and Environmental Engineering,College of Engineering,4/8/2015,4,2015,2014-11-01,2015-12-31,New,(20 - 25) Contract,06 - Other,,,,,,Energy & Enviro Assistance Office,ENG,Task Order 1 - Dated 11-01-2014,OS - Other Sponsored Activities (401),0,,,,
20,Polynomials in algebraic and topological combinatorics,17-0443,New,560496,A18-0031-001,42000,800213302,"Hetyei, Gabor","Hetyei, Gabor",Simons Foundation,Foundation,14232,No,,['reclsVwkV3uYB2Qkw'],Mathematics and Statistics,College of Liberal Arts and Sciences,18500,Mathematics and Statistics,18500,Mathematics and Statistics,College of Liberal Arts and Sciences,6/29/2017,6,2017,2017-09-01,2022-08-31,New,(10 - 15) Grant,01 - Research & Development (R&D),,,,,,Mathematics and Statistics,CLAS,514648,OR - Organized Research (110),0,,,,
3496,SHARE Charlotte Evaluation - Surveys,19-0794,New,560680,A19-0225-001,4000,801097912,"Hochwalt, Bridget","Hochwalt, Bridget",SHARE Charlotte,Nonprofit Organization,35006,No,,['recimIrxMBCwOgyI1'],Urban Institute,Metropolitan Studies,26400,Urban Institute,26400,Urban Institute,Metropolitan Studies,6/6/2019,6,2019,2019-05-15,2019-09-30,New,(20 - 25) Contract,03 - Public Service,,,,,,Urban Institute,Academic Affairs,Letter Dated 05-07-2019,PS - Public Service (401),0,,,,
455,Protein Markers to Islet Autoimmunity and Type 1 Diabetes Progression,17-0217,New,530631,A18-0102-002,26547,800567153,"Sha, Wei","Sha, Wei",University of North Carolina at Greensboro (UNCG),Educational and Research Institutions,13036,No,,['rec5Sk9WD9a1s4mCr'],Bioinformatics and Genomics,College of Computing and Informatics,23270,Bioinformatics and Genomics,23270,Bioinformatics and Genomics,College of Computing and Informatics,7/10/2018,7,2019,2017-07-01,2019-05-31,,Incoming_Sub,01 - Research & Development (R&D),5332,National Institutes of Health (NIH),,,,BIG,CCI,20170116.1,OR - Organized Research (110),93.847,,,,
1955,Review of the Organization of the Southwest Prosperity Zone (NC),16-0266,New,560298,A16-0103-001,8000,800456792,"Apaliski, Claire","Apaliski, Claire",CharlotteWorks,Association,23955,No,,['recimIrxMBCwOgyI1'],Urban Institute,Metropolitan Studies,10300,Business Affairs,26400,Urban Institute,Metropolitan Studies,10/26/2015,10,2016,2015-10-26,2016-01-31,New,(20 - 25) Contract,03 - Public Service,,,,,,Urban Institute,Academic Affairs,Letter Dated 10/27/15,OR - Organized Research (110),0,,,,
3183,SBA Carry Forward - Summer Internship,17-0779,New,530546,A17-0212-003,2202,800011133,"Mcallister, George","Mcallister, George",North Carolina Small Business and Technology Development Center (NC SBTDC),Educational and Research Institutions,12922,No,,['recHDXReP39XdsrOt'],Small Business Technology Development Center,Academic Affairs,30800,Small Business Technology Development Center (SBTDC),30800,Small Business Technology Development Center (SBTDC),Academic Affairs,8/31/2018,8,2019,2017-05-01,2017-12-31,Supplement,(10 - 15) Grant,06 - Other,5845,US Small Business Administration (SBA),,,,SBTDC,Charlotte Research Institute,Revised BPM 2018-4,OS - Other Sponsored Activities (401),59.037,2/10/2018,,,
3604,Capturing and Communicating the Value of NCDOT Research,16-0633,New,530435,A17-0015-001,106000,800410982,"Nicholas, Thomas","Nicholas, Thomas",North Carolina Department of Transportation (NCDOT),State Government (NC),17457,No,"Chen, Dong; Hildreth, John;",['rec4TpIktgPEmUkKK'],Engineering Technology and Construction Management,College of Engineering,21800,Engineering Technology and Construction Management,21800,Engineering Technology and Construction Management,College of Engineering,6/2/2016,6,2016,2016-08-01,2017-12-31,New,(20 - 25) Contract,01 - Research & Development (R&D),17771,Federal Highway Administration (FHWA),,,,Engineering Tech & Constr Mgmt,ENG,RP2017-21,OR - Organized Research (110),20.205,,,,
3873,Mecklenburg County Public Service Fellowship,18-0051,Supplement,550219,A16-0274-003,9655,800953975,"Barth, Thomas","Barth, Thomas",Charlotte-Mecklenburg County Government,Local Government,14930,No,,['recr1nGVxrf8kx1R9'],Political Science and Public Administration,College of Liberal Arts and Sciences,19000,Political Science and Public Administration,19000,Political Science and Public Administration,College of Liberal Arts and Sciences,8/14/2017,8,2018,2016-06-15,2018-05-15,Supplement,(20 - 25) Contract,04 - Student Support,,,,,,Political Science & Public Admin,CLAS,29701321 MOD4,FE - Scholarships/Fellowships (230),0,,,,
3863,2015 Gaston County School Study,15-0572,New,550188,A15-0173-001,15000,800456792,"Apaliski, Claire","Apaliski, Claire",Gaston County Schools,Local Government,17544,No,"Pressley, JoAnne",['recimIrxMBCwOgyI1'],Urban Institute,Metropolitan Studies,10300,Business Affairs,26400,Urban Institute,Metropolitan Studies,2/3/2015,2,2015,2015-02-01,2015-08-31,New,(20 - 25) Contract,03 - Public Service,,,,,,Urban Institute,Academic Affairs,"Letter Dated January 28, 2015",OS - Other Sponsored Activities (401),0,,,,
1913,Study - Load Forecasting Case Study,14-0688,New,530041,A14-0258-001,216237,800841785,"Hong, Tao","Hong, Tao",National Association of Regulatory Utility Commissioners (NARUC),Association,6870,No,,['rece0sXswTnNPAOWY'],Systems Engineering and Engineering Management,College of Engineering,21305,Systems Engineering and Engineering Management,21305,Systems Engineering and Engineering Management,College of Engineering,7/29/2014,7,2015,2014-07-29,2015-02-15,New,(20 - 25) Contract,01 - Research & Development (R&D),,,,,,Systems Engin & Engin Management,ENG,NARUC-2014-319-DE0316,OR - Organized Research (110),81.222,,,,
2286,2015Cultural Life Survey-ASC,15-0531,New,560180,A15-0164-001,21000,800207435,"Caratao, Frederick","Caratao, Frederick",Arts and Sciences Council,Local Government,14970,No,,['recimIrxMBCwOgyI1'],Urban Institute,Metropolitan Studies,19300,Sociology,26400,Urban Institute,Metropolitan Studies,1/20/2015,1,2015,2015-02-01,2015-07-31,New,(20 - 25) Contract,03 - Public Service,,,,,,Urban Institute,Academic Affairs,"Letter dated January 15, 2015",OS - Other Sponsored Activities (401),0,,,,
